,id,neighbourhood,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,host_since,host_is_superhost,bathrooms,bedrooms,beds,bed_type,cleaning_fee,guests_included,extra_people,maximum_nights,instant_bookable,cancellation_policy,price
5177,9493,1,2,2,10,203,0.75,2,150,193,True,1.0,1,1,True,100,2,0,0,True,3,1
5178,13577,3,2,6,1,202,0.2,3,176,14,False,1.0,1,1,True,500,1,300,1000,False,1,1
5179,5631,3,1,2,30,202,1.8,3,75,17,True,1.0,1,4,True,500,4,1000,1000,False,1,3
5180,9634,2,1,3,10,203,0.75,1,75,15,False,1.5,3,3,True,1000,1,0,50,False,1,4
5181,11071,1,1,2,2,1912,0.2,6,350,13,True,1.0,0,1,True,500,2,600,50,True,2,3
5182,8226,1,1,3,30,203,1.8,2,75,15,False,1.0,1,1,True,1000,1,0,0,False,1,2
5183,9599,15,1,2,2,1910,0.1,1,75,16,True,1.0,1,2,True,100,1,0,25,False,2,1
5184,4486,15,1,2,30,203,0.75,3,0,16,False,1.0,0,1,True,1000,1,0,25,False,3,2
5185,12044,4,2,2,1,1912,0.1,1,350,18,True,1.0,1,1,True,0,1,0,100,False,3,1
5186,4522,1,2,1,10,197,0.2,6,300,14,True,1.5,1,3,True,1000,2,300,1000,False,3,2
5187,2588,15,2,1,1,18,0.04,1,350,16,True,2.5,1,1,True,0,1,300,1000,True,2,1
5188,6190,6,1,2,30,204,1.0,1,350,12,False,1.0,2,3,True,1000,3,600,1000,False,3,3
5189,7883,13,2,3,3,202,0.2,2,350,17,True,1.0,1,2,True,0,1,300,0,True,2,1
5190,3990,15,1,3,5,195,0.1,1,150,13,True,1.0,1,1,True,1000,1,0,25,True,2,4
5191,10125,9,1,2,2,195,0.1,1,350,194,True,1.0,1,2,True,100,1,0,1000,False,2,1
5192,10841,2,1,4,2,197,0.1,6,75,191,True,1.0,2,4,True,2000,4,300,100,False,2,4
5193,746,11,1,4,3,17,0.06,2,350,13,True,3.0,4,4,True,3000,6,1500,1000,True,3,4
5194,6164,11,1,3,3,191,0.1,6,75,13,False,1.0,1,3,True,2000,1,0,1000,False,1,4
5195,6547,10,2,6,3,202,0.1,6,350,15,True,1.0,1,1,True,0,1,0,1000,False,2,2
5196,583,1,2,3,1,17,0.03,5,350,13,True,1.0,1,2,True,0,2,1000,250,True,3,2
5197,3330,2,1,3,100,202,1.8,1,350,14,False,2.0,3,3,True,1000,4,0,1000,True,1,4
5198,1531,1,2,2,15,17,0.2,2,350,14,True,3.0,1,1,True,1000,1,0,1000,True,1,2
5199,3875,1,1,3,10,198,0.2,4,75,12,False,1.0,1,1,True,2000,1,0,100,True,1,2
5200,12919,2,1,1,1,202,0.2,1,176,14,True,1.0,1,1,True,500,1,600,1000,False,2,1
5201,7458,4,1,3,1,18,0.05,1,0,13,True,2.0,2,2,True,3000,4,1250,0,False,2,4
5202,2491,9,1,2,10,203,0.2,1,350,13,True,1.0,2,3,True,2000,1,0,1000,True,2,3
5203,9689,2,1,4,15,203,1.0,1,0,12,False,2.0,3,5,True,2000,5,600,100,True,1,4
5204,324,1,1,3,150,196,1.8,4,75,13,True,1.0,1,1,True,1000,2,0,1000,False,1,3
5205,11788,1,1,1,20,203,1.8,2,250,13,False,1.0,0,1,True,1000,2,700,1000,False,1,2
5206,5442,6,1,2,75,203,3.0,1,150,16,False,1.0,1,2,True,0,1,600,0,True,2,1
5207,8947,1,1,1,50,204,3.0,1,176,16,False,1.0,0,3,True,1000,1,0,1000,False,3,2
5208,3913,6,4,1,75,201,1.8,6,176,17,True,1.0,1,1,True,500,1,0,1000,False,2,2
5209,8545,15,1,4,15,205,1.0,1,300,14,True,1.0,1,1,True,500,1,0,100,True,1,1
5210,237,3,1,2,200,203,4.0,2,350,12,True,1.0,1,2,True,0,2,600,100,False,1,3
5211,11772,9,1,1,10,203,1.0,1,0,15,False,1.0,2,4,True,0,1,0,25,False,3,4
5212,8803,4,1,3,1,194,0.07,1,75,18,True,2.5,2,5,True,4000,1,0,0,False,3,4
5213,12007,10,1,5,8,203,1.0,1,75,199,False,1.0,1,1,True,1000,1,300,1000,True,1,1
5214,13439,1,1,1,5,203,1.0,1,150,20,True,2.0,1,1,True,1000,1,400,1000,False,1,2
5215,519,1,1,6,1,15,0.02,6,350,12,False,2.5,2,3,True,2000,3,1500,1000,True,1,4
5216,7152,3,1,3,5,18,0.2,3,300,18,True,1.5,1,2,True,500,1,0,1000,False,3,3
5217,111,2,1,4,200,201,1.8,6,176,11,True,1.0,0,1,True,1000,2,0,50,False,1,3
5218,7466,1,1,3,20,201,0.75,1,350,18,True,1.0,1,2,True,500,1,0,1000,True,1,1
5219,9803,9,1,3,30,203,3.0,1,50,16,True,1.0,1,1,True,100,1,0,25,False,3,1
5220,5434,2,1,3,20,18,0.75,2,75,16,True,1.0,1,1,True,1000,1,300,1000,True,1,3
5221,9793,1,1,1,15,1912,1.0,6,75,14,True,1.0,1,2,True,0,2,300,1000,True,3,2
5222,1752,8,1,6,2,18,0.09,1,350,15,True,1.0,0,2,True,500,1,200,100,True,1,1
5223,3881,1,1,2,2,17,0.05,1,0,15,True,2.0,2,3,True,1000,1,0,25,True,2,4
5224,4200,3,1,3,8,18,0.2,1,75,17,True,1.0,1,2,True,0,2,1000,25,True,2,3
5225,7900,11,1,6,1,191,0.06,1,150,12,True,1.0,1,1,True,500,1,0,1000,True,2,1
5226,12346,8,1,3,1,1912,0.1,6,350,18,True,1.0,2,1,True,0,3,0,1000,False,3,3
5227,13359,15,1,6,1,204,0.2,2,300,197,True,1.0,1,1,True,1000,1,0,1000,False,3,1
5228,5599,4,1,2,8,202,0.2,1,0,14,True,1.0,1,2,True,1000,3,300,50,True,3,1
5229,4695,1,1,3,5,195,0.1,1,75,17,True,1.0,1,1,True,3000,1,300,25,False,3,4
5230,5179,3,1,3,30,201,1.0,1,176,17,True,1.5,1,3,True,500,4,500,50,False,1,2
5231,1454,1,1,2,30,201,0.5,6,350,12,True,1.0,1,2,True,1000,2,0,250,False,2,4
5232,8801,1,2,1,2,1912,0.1,6,50,15,True,1.0,1,1,True,0,1,1000,1000,False,2,1
5233,8097,5,2,1,8,196,0.5,1,176,17,True,1.0,1,1,True,4000,2,1500,25,False,2,4
5234,9522,1,1,3,2,1911,0.2,2,350,193,True,1.0,1,2,True,500,1,0,25,False,1,3
5235,12843,8,1,3,3,202,0.2,1,150,18,True,1.0,1,1,True,100,1,300,0,True,2,1
5236,7204,8,1,2,5,193,0.2,1,0,16,True,1.0,1,1,True,1000,2,800,0,False,3,1
5237,8758,1,2,3,2,192,0.1,5,350,15,True,2.0,1,2,True,100,2,0,1000,False,1,1
5238,10048,1,1,2,30,203,1.8,2,100,194,True,1.0,1,1,True,500,2,600,50,False,2,3
5239,3063,1,1,3,5,201,0.1,6,350,12,False,1.0,0,2,True,3000,1,0,100,True,1,4
5240,5127,1,1,3,10,193,0.2,1,176,16,True,1.0,1,1,True,100,1,0,1000,True,2,3
5241,9776,1,2,1,50,202,4.0,3,0,17,False,1.0,1,1,True,0,1,0,0,False,3,1
5242,7399,2,1,3,20,203,1.0,1,350,13,True,1.0,0,2,True,2000,2,700,1000,False,1,2
5243,5015,2,1,6,1,18,0.04,6,350,14,True,1.0,2,3,True,3000,1,0,1000,True,3,4
5244,1062,1,1,6,20,203,1.0,2,350,14,False,1.0,1,3,True,3000,2,0,1000,False,1,3
5245,3368,9,1,3,1,17,0.03,4,0,15,True,1.0,1,2,True,2000,1,1500,100,True,1,3
5246,394,2,1,2,200,203,3.0,6,350,10,False,1.0,1,1,True,1000,2,0,1000,False,2,3
5247,13714,12,1,3,1,203,0.2,1,150,15,True,1.0,1,1,True,1000,2,700,1000,True,2,2
5248,13530,15,1,5,10,205,1.8,1,100,16,True,1.0,1,1,True,500,1,0,50,False,1,2
5249,399,9,1,2,50,1911,1.8,1,75,12,True,1.0,1,2,True,1000,1,0,0,True,3,2
5250,5535,1,1,6,75,203,1.8,2,300,18,False,1.0,0,2,True,1000,1,0,1000,False,1,4
5251,7786,10,1,2,5,191,0.2,1,150,18,True,1.0,1,1,True,1000,1,300,1000,False,2,3
5252,8981,1,1,2,50,203,3.0,1,75,15,False,1.0,1,1,True,1000,1,0,25,False,1,1
5253,9993,1,1,2,5,198,0.5,1,0,194,True,1.0,0,2,True,100,1,0,1000,False,2,2
5254,8219,1,2,2,1,18,0.05,1,0,16,True,1.5,1,2,True,500,1,0,50,False,2,4
5255,7017,2,1,6,20,202,1.0,3,350,13,False,3.0,4,5,True,3000,1,0,1000,True,1,4
5256,12227,1,2,2,10,203,1.0,2,250,193,False,1.0,1,2,True,0,3,1000,25,False,2,1
5257,1789,10,1,6,5,1911,0.5,1,350,13,True,1.0,1,2,True,500,1,0,1000,False,2,2
5258,8850,3,1,3,50,203,3.0,2,300,16,False,1.0,2,4,True,2000,3,600,25,False,3,3
5259,9836,2,1,1,20,201,1.0,1,75,17,False,1.5,2,4,True,1000,4,600,25,True,1,3
5260,10553,1,1,3,10,203,1.8,1,150,14,False,1.0,1,2,True,500,1,0,1000,False,1,2
5261,7101,2,1,5,3,193,0.1,1,176,16,True,3.0,3,5,True,7000,3,1500,25,True,2,4
5262,2113,1,1,4,8,194,0.1,1,350,13,True,1.0,2,3,True,2000,1,0,1000,True,1,4
5263,11536,3,1,2,30,203,3.0,2,75,16,True,1.0,1,3,True,100,1,0,25,False,2,1
5264,12059,1,4,1,1,204,0.2,6,300,199,True,1.0,1,0,True,0,1,0,1000,False,2,4
5265,13708,1,1,2,2,203,0.5,3,150,193,True,1.0,1,0,True,1000,1,0,0,False,1,3
5266,12493,2,1,5,1,1911,0.1,6,200,12,True,1.0,1,1,True,2000,1,0,1000,False,2,2
5267,13793,5,1,1,1,205,0.5,4,50,12,False,1.0,1,1,True,2000,2,0,1000,False,2,3
5268,7667,14,1,2,30,202,1.0,1,350,15,False,1.0,2,4,True,1000,1,0,25,True,1,4
5269,23,1,1,2,100,203,1.0,2,350,10,True,1.0,0,1,True,1000,2,0,100,False,1,4
5270,7251,1,1,2,20,203,1.0,1,1,17,False,1.5,1,1,True,1000,1,0,250,True,3,3
5271,2164,1,1,4,15,193,0.2,6,350,13,False,1.0,1,1,True,2000,1,0,1000,True,1,4
5272,12490,1,1,1,3,201,0.5,1,1,195,True,1.0,1,1,True,0,3,600,1000,True,2,2
5273,12950,2,3,2,1,201,0.1,6,350,192,True,1.5,1,2,True,500,1,500,1000,True,1,1
5274,6387,15,1,4,5,201,0.2,1,75,18,True,1.0,1,2,True,1000,1,0,1000,False,2,1
5275,3383,14,1,3,2,1912,0.2,1,150,16,True,1.0,1,1,False,500,1,700,0,True,3,1
5276,11370,15,1,6,2,1912,0.2,6,350,16,True,1.0,1,3,True,2000,3,300,100,False,3,3
5277,11319,4,2,5,5,202,0.5,6,50,197,True,2.0,1,1,True,500,1,300,1000,False,1,1
5278,3052,1,1,6,30,204,1.0,2,100,13,False,1.0,1,1,True,1000,1,0,50,False,3,2
5279,7596,1,1,3,1,1912,0.1,1,350,18,True,1.0,1,4,True,3000,1,0,1000,False,2,4
5280,13021,2,1,1,5,202,0.75,2,100,1912,False,1.0,1,1,True,1000,1,400,1000,False,1,2
5281,12759,15,1,4,3,203,0.5,1,1,198,True,1.0,1,2,True,0,1,0,1000,False,2,1
5282,7927,15,1,3,5,1911,0.2,1,150,18,True,2.0,2,3,True,100,1,0,0,True,2,3
5283,13067,1,1,6,5,203,1.0,6,150,18,False,1.0,1,3,True,500,1,0,50,False,2,2
5284,109,1,1,2,100,202,1.0,6,300,10,False,1.0,1,1,True,3000,1,0,100,False,2,4
5285,7275,1,1,4,10,1911,0.2,6,75,18,True,1.0,2,3,True,3000,1,0,1000,True,1,2
5286,885,15,1,6,20,201,0.2,1,350,13,True,1.0,0,1,True,0,1,0,1000,False,3,1
5287,1681,1,1,1,100,203,1.8,1,0,12,False,1.0,0,2,True,0,2,300,25,False,3,1
5288,1649,1,1,2,100,203,4.0,1,350,14,True,1.0,1,1,True,0,2,0,1000,True,1,2
5289,12232,3,1,3,10,204,1.0,2,150,1910,False,1.0,1,3,True,1000,3,300,100,True,1,2
5290,1492,1,1,6,20,203,0.2,1,250,9,False,1.0,1,1,True,1000,2,1000,1000,True,3,2
5291,9838,15,1,4,8,203,0.75,3,300,14,False,3.0,4,5,True,4000,6,1500,1000,False,1,4
5292,4079,4,1,1,30,202,0.75,1,350,17,False,1.0,1,1,True,500,1,0,500,False,3,2
5293,12885,1,1,2,1,201,0.1,4,75,1911,False,1.0,1,2,True,500,1,300,1000,False,3,3
5294,6895,15,1,5,5,194,0.2,1,0,16,True,1.0,1,1,True,100,1,0,50,False,1,2
5295,495,1,1,4,30,203,0.5,1,350,13,True,1.0,1,1,True,1000,2,700,100,True,3,2
5296,6955,15,1,1,50,203,3.0,1,75,15,False,2.0,3,4,True,1000,1,0,1000,True,3,2
5297,11068,13,1,4,20,203,1.8,3,150,12,False,1.0,0,2,True,1000,2,700,1000,True,1,2
5298,10254,2,1,6,5,201,0.5,6,250,12,False,2.0,3,2,True,3000,4,1500,1000,True,1,4
5299,9135,2,1,1,50,203,4.0,2,75,192,False,1.0,1,3,True,500,4,1000,1000,False,1,3
5300,802,15,2,1,30,1912,0.2,2,0,13,False,1.0,1,2,True,0,1,700,1000,True,1,1
5301,11042,1,1,2,15,1912,1.0,1,350,18,False,1.0,1,1,True,100,1,0,1000,False,2,2
5302,6970,1,1,2,1,18,0.05,2,150,17,True,1.0,1,3,True,2000,1,1500,25,False,2,4
5303,3987,1,1,4,75,203,1.8,1,350,17,True,1.0,1,2,True,100,2,300,50,False,3,1
5304,11825,11,2,1,2,1910,0.2,1,350,199,True,1.5,1,2,True,100,1,400,0,False,1,1
5305,1200,4,1,5,50,203,0.75,1,350,14,True,1.0,1,1,True,500,1,0,1000,False,2,3
5306,1790,6,1,3,75,202,1.0,6,300,10,False,1.0,3,3,True,2000,4,600,1000,True,1,3
5307,7666,15,1,1,20,202,1.0,1,250,18,True,1.0,1,1,True,0,1,0,0,False,3,1
5308,4109,2,1,6,3,17,0.08,4,176,11,True,2.5,4,5,True,4000,6,1500,1000,True,1,4
5309,13331,6,1,6,2,201,0.2,2,350,10,True,1.0,2,2,True,3000,3,1500,50,False,2,2
5310,1783,1,2,1,10,198,0.2,2,350,13,True,1.5,1,1,True,1000,1,0,1000,True,1,1
5311,11496,5,1,3,1,199,0.1,1,350,16,False,1.5,1,1,True,3000,1,0,50,True,2,4
5312,1107,1,1,1,200,203,3.0,3,350,11,False,1.5,1,2,True,2000,1,0,1000,False,2,3
5313,6932,15,1,2,15,192,0.75,1,150,18,True,1.0,2,4,True,1000,1,0,50,True,3,2
5314,13808,1,1,1,1,206,1.0,1,1,17,True,1.0,2,3,True,0,2,500,1000,False,2,1
5315,6537,1,1,2,5,1911,0.2,1,176,12,True,1.0,0,1,True,1000,1,0,25,False,3,2
5316,6224,2,1,2,30,201,1.0,5,50,17,True,1.0,1,1,True,100,1,0,0,False,2,2
5317,5446,8,2,1,100,203,4.0,1,75,16,False,2.0,1,1,True,0,1,300,25,True,3,1
5318,5555,15,2,2,20,201,1.0,2,0,18,True,1.0,1,1,True,500,1,0,1000,True,2,2
5319,10756,8,1,3,15,203,1.0,2,1,16,True,1.5,1,1,True,1000,2,500,25,False,3,2
5320,5963,5,3,1,15,195,0.5,2,150,18,False,1.0,1,2,True,0,1,0,1000,True,2,1
5321,12489,15,1,2,10,202,1.0,1,100,17,False,1.0,1,4,True,0,2,300,1000,True,3,3
5322,11529,2,1,2,5,201,0.5,1,300,16,True,1.0,2,3,True,2000,1,0,250,True,3,4
5323,12963,5,1,1,15,204,1.8,1,300,17,False,2.0,3,4,True,2000,5,600,25,False,3,4
5324,6067,4,1,2,30,203,1.8,3,350,14,False,1.0,1,1,True,2000,1,0,1000,False,1,4
5325,10477,1,1,2,15,203,1.0,1,200,16,False,1.0,1,2,True,1000,2,300,50,False,2,2
5326,8039,11,1,3,3,192,0.1,1,1,12,True,1.0,1,1,True,500,2,1500,1000,True,3,3
5327,2694,10,2,2,15,18,0.2,1,0,15,True,1.0,1,1,True,100,1,0,0,True,2,2
5328,3427,3,1,6,50,1911,1.0,3,75,16,True,1.0,1,3,True,0,2,0,100,True,3,1
5329,8582,6,1,1,3,198,0.2,2,100,18,True,1.0,0,3,True,500,1,0,0,True,2,1
5330,1254,15,2,6,10,205,0.2,6,250,12,False,1.0,1,1,True,0,1,300,1000,False,1,4
5331,4769,12,1,2,50,206,1.8,1,300,15,True,1.0,1,2,True,500,3,500,1000,False,3,2
5332,7299,1,1,3,15,203,0.75,6,350,14,False,1.0,0,1,True,2000,1,0,250,False,3,3
5333,12492,6,1,2,10,203,1.0,5,350,14,False,1.0,2,3,True,2000,1,0,50,False,1,4
5334,4737,15,1,3,50,201,1.0,1,200,14,True,1.5,1,2,True,2000,4,300,1000,False,3,4
5335,8943,9,2,1,2,203,0.2,1,350,192,True,1.0,2,2,True,500,1,600,25,False,2,1
5336,13817,1,2,2,1,205,0.75,2,350,12,True,3.0,3,2,True,0,1,0,1000,False,2,1
5337,4638,1,1,6,2,18,0.09,1,0,11,True,2.0,1,1,True,3000,1,0,25,False,1,4
5338,13299,2,1,1,1,201,0.2,1,200,16,True,1.0,1,1,True,500,1,0,1000,False,1,2
5339,5399,3,1,2,20,202,0.75,1,1,17,False,1.5,1,2,True,1000,2,400,1000,True,1,3
5340,9729,14,1,1,8,202,0.5,1,100,194,False,1.0,0,1,True,0,1,0,25,False,2,2
5341,3076,10,1,6,75,205,1.8,1,250,16,True,1.0,1,0,True,1000,2,1250,25,True,2,1
5342,2708,4,1,1,3,201,0.08,6,350,15,False,2.0,3,5,True,4000,1,0,100,True,2,4
5343,286,1,1,4,10,193,0.1,2,350,12,True,2.0,2,3,True,4000,1,0,100,True,1,4
5344,3400,2,1,2,50,1910,1.0,1,75,16,False,1.5,0,1,True,2000,1,0,1000,True,3,4
5345,12243,11,1,4,3,205,0.5,6,0,15,False,1.0,3,4,True,1000,2,700,250,True,3,4
5346,3058,15,1,3,15,1911,0.2,1,250,16,True,2.0,1,1,True,2000,1,0,1000,False,1,4
5347,3253,1,1,6,15,204,0.2,6,1,14,False,1.0,0,1,True,1000,1,0,100,True,3,1
5348,358,10,1,4,30,202,0.5,4,100,11,True,1.0,1,2,True,1000,1,0,100,False,2,3
5349,12783,1,1,3,1,1912,0.1,2,0,14,False,1.0,1,2,True,1000,1,0,1000,True,2,2
5350,498,3,1,1,15,203,0.1,1,300,13,True,1.0,1,1,True,4000,1,0,250,True,2,3
5351,2257,9,4,6,3,18,0.06,6,350,13,True,1.0,1,1,True,2000,1,400,100,False,1,4
5352,7327,1,2,6,20,203,1.0,2,0,14,True,1.0,1,1,True,500,1,300,1000,True,3,1
5353,9082,1,1,4,5,204,0.2,1,350,192,True,1.0,2,3,True,2000,1,0,250,True,2,4
5354,10632,2,1,3,20,203,1.8,2,75,13,False,1.0,1,2,True,500,3,400,25,False,3,2
5355,2730,8,1,2,20,203,0.5,1,1,12,False,1.0,1,1,True,500,3,1500,25,True,1,4
5356,2033,6,1,5,10,17,0.2,5,0,14,True,1.0,1,2,True,1000,2,1000,25,True,1,2
5357,282,15,3,3,5,18,0.05,1,75,12,True,1.0,1,1,True,3000,1,0,1000,True,1,3
5358,10576,5,2,2,5,202,0.2,3,350,196,False,1.0,1,1,True,100,1,0,25,False,2,1
5359,10410,2,1,2,10,203,1.0,1,75,193,True,1.0,1,2,True,100,1,0,1000,False,2,2
5360,5976,6,1,2,75,205,3.0,1,100,15,False,1.0,1,2,True,500,2,500,25,True,3,3
5361,11739,1,1,2,30,203,3.0,1,1,17,False,1.0,1,1,True,1000,2,1000,1000,False,3,2
5362,11192,1,1,3,1,197,0.09,6,350,10,True,1.5,1,2,True,500,1,0,50,False,2,2
5363,7124,15,1,2,1,193,0.06,2,150,17,True,1.5,2,2,True,1000,1,0,1000,True,3,2
5364,7588,3,1,3,20,203,1.0,2,176,18,False,1.0,1,2,True,1000,1,300,1000,True,3,3
5365,5392,15,1,3,3,18,0.1,3,350,11,True,1.0,1,2,True,2000,1,300,1000,True,3,3
5366,7804,10,1,2,10,201,0.75,1,100,18,False,2.0,1,2,True,1000,1,0,1000,False,3,2
5367,6060,1,1,1,50,203,1.8,1,350,16,True,1.0,1,4,True,500,1,400,1000,True,3,2
5368,1485,1,1,5,10,205,0.1,1,350,14,False,1.0,1,1,True,1000,1,0,1000,True,1,1
5369,13340,15,1,1,3,203,0.5,1,350,193,True,1.5,2,3,True,1000,1,0,1000,False,3,4
5370,13122,1,1,1,8,205,1.0,6,350,11,True,1.0,1,3,True,500,2,300,750,True,4,3
5371,12293,15,1,1,8,203,1.0,1,350,199,True,1.0,0,1,True,2000,1,1000,250,True,1,2
5372,11994,15,1,4,5,201,0.5,1,0,18,True,1.5,3,4,True,1000,1,0,250,False,1,4
5373,12823,5,1,6,2,201,0.2,1,250,16,True,1.0,1,1,True,2000,1,800,50,True,3,2
5374,5970,15,1,1,30,203,1.8,3,250,17,True,2.0,2,4,True,500,4,500,25,False,3,2
5375,3577,15,2,1,150,202,3.0,1,0,16,False,1.0,1,1,True,100,1,0,0,False,1,1
5376,12443,2,1,4,2,202,0.2,6,100,14,False,1.0,1,2,True,0,3,0,100,True,1,4
5377,1199,3,2,3,3,17,0.06,1,75,14,True,1.0,1,2,True,1000,1,1000,25,True,1,3
5378,4575,1,1,4,30,203,1.0,6,350,15,False,1.0,1,1,True,3000,1,0,1000,False,1,4
5379,7779,1,1,4,30,203,1.8,2,150,17,False,1.0,0,2,True,2000,2,700,25,False,1,2
5380,11280,5,1,1,8,1912,0.75,1,350,197,False,1.0,0,1,True,1000,1,0,0,False,2,3
5381,4054,9,2,2,20,18,0.5,1,75,17,True,1.0,1,1,True,0,1,0,0,True,3,1
5382,6554,1,1,6,1,203,0.2,2,0,15,True,1.0,1,1,True,2000,1,0,250,False,2,2
5383,6690,2,1,6,20,201,1.0,1,250,18,False,1.0,0,1,True,2000,1,0,1000,True,1,3
5384,10491,5,1,5,1,199,0.1,6,1,16,False,1.0,1,1,True,2000,1,0,100,True,2,4
5385,10402,1,1,1,20,203,1.0,3,0,13,True,1.0,1,0,True,2000,2,1000,1000,False,1,3
5386,4558,5,1,1,5,194,0.1,1,200,13,True,1.0,1,2,True,2000,1,500,500,True,1,1
5387,6553,1,2,3,2,18,0.09,1,350,12,True,1.0,1,1,True,500,1,0,0,True,2,3
5388,11595,2,1,2,1,1910,0.1,4,350,192,True,1.0,0,1,True,500,1,1500,0,False,1,1
5389,4552,9,2,1,2,191,0.1,6,350,14,False,3.0,1,1,True,1000,2,1250,1000,True,1,4
5390,2507,5,1,5,3,18,0.08,2,350,15,True,1.0,1,1,True,0,1,0,1000,True,3,4
5391,5027,1,1,2,10,18,0.2,2,75,17,True,1.0,1,1,True,2000,1,0,50,False,3,2
5392,9533,1,1,6,20,203,1.8,2,350,15,False,1.0,1,2,True,1000,1,0,1000,False,1,3
5393,6945,15,1,3,30,203,1.8,1,150,18,True,1.0,0,1,True,1000,1,700,1000,True,2,3
5394,10323,1,1,3,3,199,0.2,6,176,195,False,1.0,1,1,True,2000,2,1000,1000,False,3,4
5395,7359,1,1,2,10,201,0.5,6,300,14,True,1.0,0,1,True,1000,1,0,50,False,2,2
5396,4861,10,2,5,2,1912,0.09,2,75,15,True,1.0,1,1,True,0,1,0,1000,True,2,1
5397,2415,9,2,1,3,17,0.07,1,0,15,True,1.0,3,4,True,500,3,200,100,True,1,1
5398,864,15,1,4,50,203,0.75,1,350,13,False,2.0,3,5,True,4000,2,1250,1000,True,3,4
5399,4008,1,1,3,3,18,0.1,6,350,11,False,1.0,1,1,True,2000,1,0,1000,True,1,4
5400,10915,8,1,6,2,1910,0.2,3,350,17,False,1.0,0,1,True,2000,2,1500,1000,False,1,3
5401,6469,15,1,6,5,194,0.2,1,0,18,True,2.5,3,4,True,2000,1,0,25,False,1,3
5402,10606,5,2,2,1,196,0.08,3,350,196,False,1.0,2,2,True,100,1,0,1000,False,2,2
5403,6827,4,1,1,75,203,3.0,6,350,14,False,1.5,1,3,True,1000,1,0,1000,False,3,3
5404,12809,1,1,2,8,203,1.0,1,100,15,False,1.5,1,1,True,1000,1,0,1000,False,2,4
5405,12674,10,1,3,2,201,0.2,2,200,1911,True,1.0,1,1,True,500,1,500,50,False,3,1
5406,7343,2,1,1,30,203,1.8,1,75,18,False,1.0,1,1,True,3000,1,0,1000,False,1,3
5407,2972,1,1,3,150,203,3.0,1,300,16,False,1.0,1,3,True,0,1,0,1000,False,3,4
5408,6868,4,1,1,75,203,3.0,1,150,14,False,1.0,0,1,True,1000,1,0,0,True,3,2
5409,186,2,1,2,200,201,3.0,1,350,11,True,1.0,2,1,True,1000,2,0,50,False,3,4
5410,5870,13,2,1,20,202,0.75,1,300,17,False,1.0,1,2,True,100,1,400,1000,True,1,1
5411,4780,1,1,3,2,203,0.07,2,250,12,True,1.5,2,3,True,1000,4,1500,1000,False,2,4
5412,4625,5,1,1,10,204,0.5,1,200,17,True,1.0,1,1,True,500,1,0,250,True,2,3
5413,3204,10,1,5,50,202,1.0,3,350,16,False,1.0,1,2,True,500,1,0,1000,False,2,2
5414,1483,1,1,4,30,203,0.2,1,350,14,True,1.5,1,2,True,1000,2,1000,100,True,3,3
5415,307,12,1,6,20,194,0.2,1,250,12,False,2.0,2,3,True,500,1,0,1000,True,1,1
5416,4289,10,2,1,15,1911,0.2,6,75,16,False,3.0,1,1,True,100,1,300,1000,True,1,1
5417,4423,1,1,2,3,18,0.1,1,150,15,True,1.0,1,1,True,2000,3,1000,1000,True,3,4
5418,3563,1,1,2,20,18,0.2,1,0,12,True,1.0,1,1,True,1000,2,0,1000,True,3,4
5419,3104,8,2,2,2,17,0.04,1,0,11,True,1.5,1,1,True,1000,1,0,0,False,2,1
5420,10681,4,1,6,1,198,0.09,6,350,14,True,1.5,0,1,True,1000,1,0,50,True,1,1
5421,11257,15,1,2,5,202,0.5,2,350,197,True,1.0,1,1,True,1000,1,0,1000,True,1,1
5422,2811,2,1,3,50,198,1.0,1,176,15,False,1.0,1,3,True,500,1,0,1000,True,3,1
5423,2683,2,1,3,3,202,0.2,2,75,16,True,1.0,0,1,True,500,2,700,1000,False,1,1
5424,3178,11,1,3,150,203,3.0,3,250,15,False,1.0,0,2,True,0,1,0,50,False,2,2
5425,5460,3,1,6,100,203,4.0,1,250,18,True,1.0,1,2,True,1000,2,300,100,True,1,3
5426,12276,12,1,3,15,202,1.8,1,1,18,False,1.0,1,1,True,100,1,0,1000,False,3,1
5427,13474,1,1,1,1,202,0.2,6,150,20,True,1.0,2,1,True,2000,1,0,1000,False,2,4
5428,3257,15,1,6,20,17,0.5,1,75,14,True,1.5,1,1,False,1000,1,0,1000,False,1,4
5429,409,8,2,2,5,1912,0.06,6,350,12,False,3.0,7,0,True,0,1,400,1000,True,1,1
5430,2851,2,1,6,50,203,1.0,2,350,13,True,2.0,2,5,True,2000,4,0,1000,False,3,4
5431,8561,15,1,6,30,203,1.8,2,100,191,False,1.5,0,5,True,0,1,0,1000,False,1,2
5432,1467,1,1,2,100,203,1.0,2,350,14,False,2.0,2,3,True,2000,4,1250,100,False,3,3
5433,12806,1,1,1,20,203,4.0,1,50,1910,False,1.0,1,2,True,500,1,0,25,False,1,2
5434,12366,4,1,3,3,203,0.5,1,75,1910,True,1.0,1,1,True,1000,1,0,1000,True,2,3
5435,8096,2,1,3,8,1912,0.2,2,350,13,False,1.0,1,1,True,2000,1,0,25,True,1,3
5436,6740,15,1,4,2,194,0.1,6,300,13,True,1.0,1,1,True,3000,1,0,1000,True,1,3
