,id,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,host_since,host_is_superhost,bathrooms,bedrooms,beds,bed_type,cleaning_fee,guests_included,extra_people,maximum_nights,instant_bookable,price,Da_hood_1,Da_hood_2,Da_hood_3,Cancel_flexible,Cancel_moderate,Cancel_strict_14_with_grace_period,Room_Entire home/apt,Room_Hotel room,Room_Private room,Room_Shared room
5380,11280,1,2,19,0.5,1,350,19,False,1.0,0,1,True,1000,1,0,0,False,3,0,0,1,1,0,0,1,0,0,0
5381,4054,2,15,18,0.5,1,50,17,True,1.0,1,1,True,0,1,0,0,True,1,0,0,1,0,1,0,0,0,1,0
5382,6554,6,0,203,0.2,2,0,15,True,1.0,1,1,True,2400,1,0,100,False,2,1,0,0,1,0,0,1,0,0,0
5383,6690,6,15,201,1.0,1,250,18,False,1.0,0,1,True,2400,1,0,500,True,3,0,1,0,0,0,1,1,0,0,0
5384,10491,5,0,19,0.0,6,0,16,False,1.0,1,1,True,2400,1,0,100,True,4,0,0,1,1,0,0,1,0,0,0
5385,10402,1,15,203,1.0,3,0,13,True,1.0,1,0,True,1000,2,1000,500,False,3,1,0,0,0,0,1,1,0,0,0
5386,4558,1,2,19,0.0,1,150,13,True,1.0,1,2,True,2400,1,500,500,True,1,0,0,1,0,0,1,1,0,0,0
5387,6553,3,2,18,0.0,1,350,12,True,1.0,1,1,True,100,1,0,0,True,3,1,0,0,1,0,0,0,0,1,0
5388,11595,2,0,19,0.0,4,350,19,True,1.0,0,1,True,100,1,1000,0,False,1,0,1,0,0,0,1,1,0,0,0
5389,4552,1,2,19,0.0,6,350,14,False,3.0,1,1,True,1000,2,1000,500,True,4,0,0,1,0,0,1,0,0,1,0
5390,2507,5,2,18,0.0,2,350,15,True,1.0,1,1,True,0,1,0,500,True,4,0,0,1,0,1,0,1,0,0,0
5391,5027,2,2,18,0.2,2,50,17,True,1.0,1,1,True,1000,1,0,25,False,2,1,0,0,0,1,0,1,0,0,0
5392,9533,6,15,203,2.0,2,350,15,False,1.0,1,2,True,1000,1,0,500,False,3,1,0,0,0,0,1,1,0,0,0
5393,6945,3,15,203,2.0,1,150,18,True,1.0,0,1,True,1000,1,500,500,True,3,0,0,1,1,0,0,1,0,0,0
5394,10323,3,2,19,0.2,6,150,19,False,1.0,1,1,True,1000,2,1000,500,False,4,1,0,0,0,1,0,1,0,0,0
5395,7359,2,2,201,0.5,6,250,14,True,1.0,0,1,True,1000,1,0,25,False,2,1,0,0,1,0,0,1,0,0,0
5396,4861,5,2,19,0.0,2,50,15,True,1.0,1,1,True,0,1,0,500,True,1,0,0,1,1,0,0,0,0,1,0
5397,2415,1,2,17,0.0,1,0,15,True,1.0,3,4,True,100,3,1,100,True,1,0,0,1,0,0,1,0,0,1,0
5398,864,4,50,203,0.5,1,350,13,False,2.0,3,5,True,2400,2,1000,500,True,4,0,0,1,0,1,0,1,0,0,0
5399,4008,3,2,18,0.0,6,350,11,False,1.0,1,1,True,1000,1,0,500,True,4,1,0,0,0,0,1,1,0,0,0
5400,10915,6,2,19,0.2,3,350,17,False,1.0,0,1,True,1000,2,1000,500,False,3,0,0,1,0,0,1,1,0,0,0
5401,6469,6,2,19,0.2,1,0,18,True,2.5,3,4,True,1000,1,0,25,False,3,0,0,1,0,0,1,1,0,0,0
5402,10606,2,0,19,0.0,3,350,19,False,1.0,2,2,True,100,1,0,500,False,2,0,0,1,1,0,0,0,0,1,0
5403,6827,1,50,203,2.0,6,350,14,False,1.5,1,3,True,1000,1,0,500,False,3,0,0,1,0,1,0,1,0,0,0
5404,12809,2,2,203,1.0,1,50,15,False,1.5,1,1,True,1000,1,0,500,False,4,1,0,0,1,0,0,1,0,0,0
5405,12674,3,2,201,0.2,2,150,19,True,1.0,1,1,True,100,1,500,25,False,1,0,0,1,0,1,0,1,0,0,0
5406,7343,1,15,203,2.0,1,50,18,False,1.0,1,1,True,2400,1,0,500,False,3,0,1,0,0,0,1,1,0,0,0
5407,2972,3,50,203,2.0,1,250,16,False,1.0,1,3,True,0,1,0,500,False,4,1,0,0,0,1,0,1,0,0,0
5408,6868,1,50,203,2.0,1,150,14,False,1.0,0,1,True,1000,1,0,0,True,2,0,0,1,0,1,0,1,0,0,0
5409,186,2,50,201,2.0,1,350,11,True,1.0,2,1,True,1000,2,0,25,False,4,0,1,0,0,1,0,1,0,0,0
5410,5870,1,15,202,0.5,1,250,17,False,1.0,1,2,True,100,1,1,500,True,1,0,0,1,0,0,1,0,0,1,0
5411,4780,3,2,203,0.0,2,250,12,True,1.5,2,3,True,1000,4,1000,500,False,4,1,0,0,1,0,0,1,0,0,0
5412,4625,1,2,204,0.5,1,150,17,True,1.0,1,1,True,100,1,0,100,True,3,0,0,1,1,0,0,1,0,0,0
5413,3204,5,50,202,1.0,3,350,16,False,1.0,1,2,True,100,1,0,500,False,2,0,0,1,1,0,0,1,0,0,0
5414,1483,4,15,203,0.2,1,350,14,True,1.5,1,2,True,1000,2,1000,100,True,3,1,0,0,0,1,0,1,0,0,0
5415,307,6,15,19,0.2,1,250,12,False,2.0,2,3,True,100,1,0,500,True,1,0,0,1,0,0,1,1,0,0,0
5416,4289,1,15,19,0.2,6,50,16,False,3.0,1,1,True,100,1,1,500,True,1,0,0,1,0,0,1,0,0,1,0
5417,4423,2,2,18,0.0,1,150,15,True,1.0,1,1,True,2400,3,1000,500,True,4,1,0,0,0,1,0,1,0,0,0
5418,3563,2,15,18,0.2,1,0,12,True,1.0,1,1,True,1000,2,0,500,True,4,1,0,0,0,1,0,1,0,0,0
5419,3104,2,2,17,0.0,1,0,11,True,1.5,1,1,True,1000,1,0,0,False,1,0,0,1,1,0,0,0,0,1,0
5420,10681,6,0,19,0.0,6,350,14,True,1.5,0,1,True,1000,1,0,25,True,1,0,0,1,0,0,1,1,0,0,0
5421,11257,2,2,202,0.5,2,350,19,True,1.0,1,1,True,1000,1,0,500,True,1,0,0,1,0,0,1,1,0,0,0
5422,2811,3,50,19,1.0,1,150,15,False,1.0,1,3,True,100,1,0,500,True,1,0,1,0,0,1,0,1,0,0,0
5423,2683,3,2,202,0.2,2,50,16,True,1.0,0,1,True,100,2,500,500,False,1,0,1,0,0,0,1,1,0,0,0
5424,3178,3,50,203,2.0,3,250,15,False,1.0,0,2,True,0,1,0,25,False,2,0,0,1,1,0,0,1,0,0,0
5425,5460,6,50,203,2.0,1,250,18,True,1.0,1,2,True,1000,2,1,100,True,3,0,0,1,0,0,1,1,0,0,0
5426,12276,3,15,202,1.0,1,0,18,False,1.0,1,1,True,100,1,0,500,False,1,0,0,1,0,1,0,1,0,0,0
5427,13474,1,0,202,0.2,6,150,20,True,1.0,2,1,True,1000,1,0,500,False,4,1,0,0,1,0,0,1,0,0,0
5428,3257,6,15,17,0.5,1,50,14,True,1.5,1,1,False,1000,1,0,500,False,4,0,0,1,0,0,1,1,0,0,0
5429,409,2,2,19,0.0,6,350,12,False,3.0,7,0,True,0,1,1,500,True,1,0,0,1,0,0,1,0,0,1,0
5430,2851,6,50,203,1.0,2,350,13,True,2.0,2,5,True,2400,4,0,500,False,4,0,1,0,0,1,0,1,0,0,0
5431,8561,6,15,203,2.0,2,50,19,False,1.5,0,5,True,0,1,0,500,False,2,0,0,1,0,0,1,1,0,0,0
5432,1467,2,50,203,1.0,2,350,14,False,2.0,2,3,True,2400,4,1000,100,False,3,1,0,0,0,1,0,1,0,0,0
5433,12806,1,15,203,2.0,1,50,19,False,1.0,1,2,True,100,1,0,25,False,2,1,0,0,0,0,1,1,0,0,0
5434,12366,3,2,203,0.5,1,50,19,True,1.0,1,1,True,1000,1,0,500,True,3,0,0,1,1,0,0,1,0,0,0
5435,8096,3,2,19,0.2,2,350,13,False,1.0,1,1,True,2400,1,0,25,True,3,0,1,0,0,0,1,1,0,0,0
5436,6740,4,2,19,0.0,6,250,13,True,1.0,1,1,True,2400,1,0,500,True,3,0,0,1,0,0,1,1,0,0,0
5437,3206,1,0,17,0.0,1,0,16,True,1.0,1,1,True,1000,1,0,0,True,2,0,0,1,1,0,0,0,0,1,0
5438,2409,2,50,202,1.0,1,250,15,True,1.0,1,3,True,1000,1,0,500,False,4,1,0,0,1,0,0,1,0,0,0
5439,4965,2,15,203,0.5,1,0,11,True,1.0,1,1,True,100,2,0,500,True,1,0,0,1,0,1,0,1,0,0,0
5440,7002,2,2,201,0.0,1,0,18,True,1.0,1,1,True,100,1,0,25,False,1,0,0,1,0,1,0,1,0,0,0
5441,10295,3,2,202,0.2,6,0,19,False,1.0,1,1,True,1000,2,1000,500,False,4,0,0,1,0,1,0,1,0,0,0
5442,3950,1,2,18,0.0,1,350,15,True,1.0,2,4,True,100,2,500,500,True,2,0,0,1,0,1,0,1,0,0,0
5443,9535,2,2,202,0.5,3,50,19,False,2.0,1,3,True,0,1,0,0,False,1,0,0,1,0,0,1,0,0,1,0
5444,678,5,2,17,0.0,1,50,13,True,1.0,1,1,True,1000,1,0,100,True,3,0,0,1,0,0,1,1,0,0,0
5445,5195,2,2,19,0.2,1,0,16,True,1.0,1,1,True,1000,2,500,25,True,2,1,0,0,0,1,0,1,0,0,0
5446,9020,1,2,19,0.5,2,150,19,True,1.0,1,2,True,0,4,500,0,False,1,0,1,0,1,0,0,1,0,0,0
5447,3407,1,50,202,1.0,1,350,16,False,1.0,1,1,True,100,1,1,0,True,1,1,0,0,0,0,1,0,0,1,0
5448,2610,4,2,19,0.0,1,0,15,True,1.0,1,1,True,0,1,0,100,False,3,0,0,1,0,1,0,1,0,0,0
5449,7227,6,2,203,0.2,1,150,18,False,1.0,1,1,True,100,1,0,500,True,1,0,0,1,0,1,0,1,0,0,0
5450,2013,3,15,202,0.5,4,150,15,False,1.0,1,3,True,100,2,1000,500,True,4,0,0,1,0,0,1,1,0,0,0
5451,1706,2,15,201,0.5,1,350,15,False,1.0,1,1,True,1000,2,1000,500,True,2,0,0,1,0,0,1,1,0,0,0
5452,416,3,15,19,0.2,6,250,11,True,3.0,3,5,True,2400,1,0,500,True,4,1,0,0,0,0,1,1,0,0,0
5453,3503,1,50,202,2.0,1,150,11,True,1.0,1,2,True,1000,2,1,500,False,3,1,0,0,0,1,0,1,0,0,0
5454,4057,6,2,17,0.0,1,0,17,True,2.0,1,1,True,100,3,1,0,True,1,0,0,1,1,0,0,1,0,0,0
5455,13543,6,2,203,0.2,6,250,15,True,1.5,2,4,True,1000,1,0,25,False,1,1,0,0,1,0,0,1,0,0,0
5456,8186,1,2,203,0.2,1,50,18,False,1.5,2,5,True,100,1,0,25,False,2,0,0,1,1,0,0,1,0,0,0
5457,2526,4,0,17,0.0,1,0,16,True,1.0,1,2,True,100,1,0,500,True,1,0,1,0,0,1,0,1,0,0,0
5458,7901,2,15,203,2.0,1,350,15,False,1.0,1,1,True,1000,2,500,500,False,2,0,0,1,0,0,1,1,0,0,0
5459,9757,2,50,202,2.0,1,250,19,False,1.0,1,1,True,100,1,0,100,True,1,1,0,0,0,0,1,1,0,0,0
5460,10364,1,15,203,2.0,6,0,18,False,1.0,0,2,True,1000,1,0,25,False,3,1,0,0,0,0,1,1,0,0,0
5461,8366,6,2,201,0.0,6,350,17,False,1.5,1,1,True,2400,1,0,500,True,2,1,0,0,0,0,1,1,0,0,0
5462,7709,3,2,18,0.0,6,350,16,True,2.0,1,1,True,100,1,0,500,True,1,0,0,1,1,0,0,0,0,1,0
5463,7282,3,15,19,1.0,3,50,16,True,1.0,1,2,True,1000,2,0,100,True,3,1,0,0,0,0,1,1,0,0,0
5464,7269,2,50,203,2.0,1,250,15,True,2.5,1,1,True,0,1,0,25,False,1,0,0,1,0,0,1,0,0,1,0
5465,3815,1,15,17,0.5,1,0,15,True,1.0,0,2,True,1000,1,0,25,False,3,1,0,0,1,0,0,1,0,0,0
5466,13286,2,0,202,0.2,1,0,15,True,1.0,1,1,True,100,1,1,0,True,2,0,0,1,0,1,0,1,0,0,0
5467,8251,3,15,203,1.0,1,50,14,False,1.0,1,1,True,100,1,0,25,False,3,0,1,0,0,1,0,1,0,0,0
5468,681,6,15,19,0.0,2,350,13,False,1.0,0,2,False,1000,1,0,500,True,2,0,1,0,0,1,0,1,0,0,0
5469,8227,3,2,19,0.0,2,0,11,True,1.5,1,0,True,2400,2,1000,0,True,3,0,0,1,0,0,1,0,0,1,0
5470,11632,1,2,203,0.5,6,350,15,True,1.0,0,0,True,1000,1,1000,500,False,2,0,0,1,0,0,1,1,0,0,0
5471,7840,2,15,203,1.0,1,50,15,False,1.0,1,2,True,0,1,1000,500,False,3,0,1,0,0,1,0,1,0,0,0
5472,5639,2,0,19,0.0,1,150,18,True,1.0,1,1,True,1000,1,1,500,True,1,0,0,1,1,0,0,1,0,0,0
5473,12796,1,0,203,0.2,1,150,14,True,2.0,1,5,True,100,1,0,0,False,4,0,0,1,1,0,0,1,0,0,0
5474,3509,4,50,19,1.0,1,0,14,True,1.0,1,1,True,100,1,0,500,True,1,0,0,1,0,0,1,1,0,0,0
5475,13664,2,0,203,0.2,2,0,16,False,1.0,1,1,True,100,1,0,25,False,1,0,0,1,0,1,0,0,0,1,0
5476,8592,5,0,19,0.0,1,150,19,True,1.0,1,2,True,0,1,0,0,False,4,1,0,0,1,0,0,1,0,0,0
5477,4509,2,15,205,0.5,2,150,13,False,1.0,1,1,True,2400,1,1,100,False,1,0,0,1,0,0,1,1,0,0,0
5478,6331,6,50,203,2.0,1,50,18,False,1.0,1,1,True,1000,2,0,25,False,4,1,0,0,0,1,0,1,0,0,0
5479,153,2,0,18,0.0,6,50,11,False,3.0,3,5,True,1000,2,0,25,True,4,0,1,0,0,0,1,1,0,0,0
5480,13086,4,0,201,0.0,1,350,16,True,1.0,1,2,True,100,1,0,500,False,2,0,1,0,1,0,0,1,0,0,0
5481,7076,2,2,18,0.0,1,350,17,True,1.0,1,2,True,1000,1,0,500,False,4,1,0,0,0,1,0,1,0,0,0
5482,10929,6,2,201,0.2,6,150,14,True,1.0,2,3,True,1000,2,500,100,False,3,0,1,0,0,0,1,1,0,0,0
5483,4246,1,15,19,0.5,6,50,16,False,2.0,1,1,True,100,1,1,500,True,4,0,0,1,1,0,0,0,0,1,0
5484,4838,1,15,206,1.0,6,50,17,False,2.0,1,2,True,1000,1,0,25,False,3,0,0,1,0,1,0,1,0,0,0
5485,1650,6,15,205,0.2,2,350,11,False,1.5,2,5,True,2400,4,0,500,True,3,1,0,0,0,0,1,1,0,0,0
5486,4535,6,15,203,1.0,2,50,11,False,1.0,0,2,True,1000,1,0,500,True,1,0,1,0,0,1,0,1,0,0,0
5487,3131,3,50,19,1.0,1,50,13,True,1.0,1,1,True,2400,2,500,500,False,3,1,0,0,1,0,0,1,0,0,0
5488,12745,6,15,203,2.0,1,150,19,False,1.0,0,1,True,0,1,0,100,False,2,1,0,0,0,1,0,1,0,0,0
5489,1928,6,15,203,1.0,2,350,14,False,1.0,1,2,True,100,1,0,500,True,1,0,0,1,0,0,1,1,0,0,0
5490,5580,5,0,18,0.0,1,50,18,True,1.0,1,1,True,1000,1,0,500,True,4,0,1,0,1,0,0,1,0,0,0
5491,6763,6,0,18,0.0,6,350,11,False,2.0,2,4,True,2400,2,1,500,True,4,1,0,0,0,0,1,1,0,0,0
5492,6515,6,2,202,0.5,6,50,12,False,2.0,2,2,True,2400,1,0,500,True,4,1,0,0,0,0,1,1,0,0,0
5493,9653,4,0,19,0.0,6,350,12,True,1.0,1,3,True,2400,3,1000,500,False,3,1,0,0,1,0,0,1,0,0,0
5494,5939,2,15,19,1.0,1,350,18,True,1.0,0,1,True,100,1,0,0,True,3,0,0,1,0,1,0,1,0,0,0
5495,5211,2,2,19,0.2,1,150,17,True,1.0,2,4,True,1000,5,500,25,True,4,0,0,1,0,0,1,1,0,0,0
5496,3467,2,2,19,0.0,1,50,16,True,2.0,1,2,True,2400,2,0,500,False,3,0,1,0,0,1,0,1,0,0,0
5497,10669,1,15,201,1.0,1,50,19,False,1.0,1,2,True,0,2,500,0,False,3,0,0,1,1,0,0,1,0,0,0
5498,3879,5,15,203,1.0,1,250,17,False,1.0,1,1,True,100,1,0,500,True,1,1,0,0,0,1,0,1,0,0,0
5499,1011,4,50,203,2.0,2,150,11,True,1.0,2,4,True,1000,2,1,25,False,4,1,0,0,0,0,1,1,0,0,0
5500,2567,6,2,19,0.0,6,150,12,True,1.0,0,1,True,2400,1,0,500,True,3,0,1,0,0,0,1,1,0,0,0
5501,3878,6,2,19,0.2,2,250,15,True,1.0,1,2,True,1000,1,0,100,False,2,0,0,1,0,1,0,1,0,0,0
5502,427,3,15,204,0.2,1,350,12,True,1.0,1,1,True,1000,1,0,100,True,4,1,0,0,0,1,0,1,0,0,0
5503,2040,3,2,201,0.0,1,0,15,True,1.0,0,1,True,100,1,0,25,True,1,1,0,0,0,1,0,1,0,0,0
5504,306,3,2,17,0.0,6,350,11,True,1.0,1,4,True,100,1,0,500,True,4,1,0,0,0,1,0,1,0,0,0
5505,1047,1,50,203,1.0,1,250,14,True,1.5,2,4,True,2400,2,1,500,True,3,0,0,1,0,1,0,1,0,0,0
5506,12841,4,2,202,0.5,1,0,15,False,1.0,2,3,True,100,1,0,500,False,3,1,0,0,0,1,0,1,0,0,0
5507,4686,3,2,18,0.2,2,150,17,True,1.0,1,1,True,0,1,1,25,True,1,0,0,1,0,0,1,0,0,1,0
5508,1567,5,15,205,0.2,2,50,13,True,2.0,1,0,True,0,1,0,100,True,1,0,0,1,0,0,1,0,0,1,0
5509,6675,3,15,205,0.5,6,50,18,False,1.5,1,1,True,2400,1,0,500,False,4,0,0,1,0,1,0,1,0,0,0
5510,12457,4,2,205,0.5,1,250,17,False,1.0,0,1,True,100,1,0,500,True,1,0,0,1,0,0,1,1,0,0,0
5511,978,6,50,203,1.0,2,150,12,False,1.5,1,2,True,1000,1,0,100,False,4,1,0,0,0,1,0,1,0,0,0
5512,1526,3,2,18,0.2,1,0,14,True,1.0,1,2,True,1000,1,0,25,True,3,1,0,0,1,0,0,1,0,0,0
5513,1207,5,2,17,0.0,1,0,14,True,1.0,1,1,True,1000,1,0,500,True,3,0,0,1,1,0,0,1,0,0,0
5514,4416,6,2,201,0.0,1,350,17,True,1.0,1,2,True,100,1,0,100,True,1,0,1,0,1,0,0,1,0,0,0
5515,1034,3,50,203,1.0,1,350,14,True,1.0,0,3,True,2400,3,1000,500,False,4,1,0,0,0,0,1,1,0,0,0
5516,8083,2,0,204,0.2,3,50,14,True,2.0,1,1,True,0,1,500,500,False,1,0,0,1,0,0,1,0,0,1,0
5517,11720,2,15,202,2.0,1,50,19,True,2.0,2,5,True,100,1,0,25,False,3,0,0,1,0,1,0,1,0,0,0
5518,2425,1,2,17,0.0,2,50,15,False,1.0,1,2,True,1000,1,0,500,True,3,0,0,1,1,0,0,1,0,0,0
5519,6549,5,0,201,0.0,5,350,17,True,1.0,1,1,True,0,1,1,100,True,1,0,0,1,0,1,0,0,0,1,0
5520,13682,6,2,205,0.5,1,0,20,True,1.0,1,1,True,0,2,0,25,True,3,0,0,1,0,0,1,1,0,0,0
5521,6952,3,2,203,0.2,2,250,18,True,1.0,0,1,True,100,1,1,500,False,1,0,0,1,1,0,0,0,0,1,0
5522,4406,4,2,203,0.2,1,150,16,False,1.0,1,1,True,2400,1,0,500,False,2,0,0,1,0,0,1,1,0,0,0
5523,9707,6,15,201,1.0,1,50,15,False,1.0,2,3,True,1000,1,0,25,False,3,0,0,1,0,0,1,1,0,0,0
5524,13147,1,2,203,0.5,4,250,11,True,1.0,1,1,True,2400,2,500,500,False,3,0,0,1,0,0,1,1,0,0,0
5525,3334,2,2,17,0.2,1,50,16,True,1.0,1,1,True,0,1,1,25,False,1,0,0,1,0,1,0,0,0,1,0
5526,8791,2,50,204,2.0,5,250,17,False,1.0,0,1,True,1000,1,0,500,False,4,1,0,0,0,0,1,1,0,0,0
5527,12435,3,15,203,2.0,1,50,19,True,1.5,1,1,True,100,1,0,25,False,1,0,0,1,0,0,1,1,0,0,0
5528,1184,1,2,19,0.0,3,350,14,False,1.0,0,2,True,2400,1,0,500,True,3,1,0,0,0,0,1,1,0,0,0
5529,11891,3,15,203,2.0,3,150,19,False,1.0,1,5,True,2400,4,500,100,True,4,0,0,1,0,1,0,1,0,0,0
5530,7555,1,2,19,0.2,1,350,18,True,3.0,4,5,True,0,1,1000,100,True,4,0,0,1,1,0,0,0,0,1,0
5531,5031,1,2,19,0.2,2,150,17,True,1.5,1,2,True,2400,3,1000,25,False,3,1,0,0,0,0,1,1,0,0,0
5532,5680,6,15,19,0.5,1,0,17,True,2.5,2,3,True,1000,1,0,25,False,2,0,0,1,0,1,0,1,0,0,0
5533,305,3,0,18,0.0,2,0,12,True,1.0,1,1,True,1000,2,500,25,False,2,0,0,1,0,0,1,1,0,0,0
5534,4837,1,15,19,0.5,2,350,17,True,1.0,0,3,True,1000,1,0,500,True,1,0,0,1,0,1,0,1,0,0,0
5535,9709,6,2,204,0.2,3,250,11,False,1.0,1,1,True,2400,2,0,500,True,2,1,0,0,0,1,0,1,0,0,0
5536,4413,1,2,17,0.0,1,350,17,True,1.0,1,1,False,100,1,1,0,True,1,0,0,1,1,0,0,0,0,1,0
5537,7410,2,15,19,1.0,1,50,17,False,1.0,1,3,True,100,4,500,500,True,2,0,0,1,1,0,0,1,0,0,0
5538,3894,3,15,19,0.5,1,250,17,False,1.0,1,1,True,1000,1,0,25,False,1,1,0,0,1,0,0,1,0,0,0
5539,6481,3,15,203,1.0,1,0,16,True,1.0,1,1,True,100,2,1,500,True,1,0,0,1,0,0,1,1,0,0,0
5540,2258,2,50,19,1.0,1,350,15,True,1.0,1,1,True,100,1,0,25,False,2,1,0,0,1,0,0,1,0,0,0
5541,9520,1,15,202,2.0,1,50,19,False,1.0,0,2,True,100,1,0,500,True,1,1,0,0,0,0,1,1,0,0,0
5542,1795,1,50,205,1.0,2,350,15,True,1.0,1,2,True,1000,2,1000,500,True,4,0,0,1,0,1,0,1,0,0,0
5543,9440,4,50,205,2.0,2,50,13,True,2.0,1,2,True,1000,4,1,500,False,1,0,0,1,0,0,1,1,0,0,0
5544,1020,3,15,201,0.2,1,350,14,True,1.0,1,1,True,1000,1,0,500,False,2,1,0,0,0,0,1,1,0,0,0
5545,5992,4,15,201,1.0,2,150,18,False,1.0,2,3,True,100,5,0,500,True,1,0,0,1,1,0,0,1,0,0,0
5546,8668,5,0,19,0.0,4,350,13,True,1.0,1,1,True,100,1,0,500,True,2,0,0,1,1,0,0,1,0,0,0
5547,13501,1,0,203,0.2,1,150,17,True,3.0,2,3,True,1000,1,0,500,False,4,0,0,1,0,1,0,1,0,0,0
5548,10250,6,0,204,0.5,6,350,18,True,1.0,0,2,True,2400,1,0,500,True,1,0,0,1,0,0,1,1,0,0,0
5549,10292,1,2,19,0.5,1,150,13,False,2.0,2,3,True,1000,2,500,500,False,3,0,0,1,1,0,0,1,0,0,0
5550,2125,3,2,17,0.0,6,350,12,True,1.0,1,2,True,0,1,0,500,True,3,0,0,1,0,0,1,1,0,0,0
5551,10144,3,2,201,0.2,6,350,13,False,2.0,2,2,True,2400,1,0,500,True,4,0,1,0,0,0,1,1,0,0,0
5552,6172,1,2,19,0.0,1,350,18,True,1.0,1,1,True,100,1,0,500,False,1,0,0,1,1,0,0,0,0,1,0
5553,7375,2,15,202,0.5,3,350,14,False,1.0,1,2,True,2400,1,1,500,False,3,0,0,1,0,0,1,1,0,0,0
5554,12703,2,2,201,0.2,1,150,15,True,1.0,1,2,True,100,1,0,500,True,3,0,0,1,0,0,1,1,0,0,0
5555,539,4,15,19,0.2,1,250,13,False,1.0,1,1,True,1000,1,0,100,True,3,0,0,1,0,1,0,1,0,0,0
5556,5833,6,0,19,0.0,2,50,12,True,1.0,2,2,True,2400,1,0,100,False,3,0,1,0,1,0,0,1,0,0,0
5557,4697,2,50,203,2.0,1,150,16,False,1.0,0,1,True,1000,2,1000,25,True,3,1,0,0,0,0,1,1,0,0,0
5558,8278,3,50,203,2.0,4,350,16,True,2.0,1,2,True,1000,2,500,500,False,4,1,0,0,0,1,0,1,0,0,0
5559,4812,1,15,203,0.5,4,250,17,True,1.0,1,1,True,2400,1,0,500,False,2,0,0,1,0,0,1,1,0,0,0
5560,4462,4,0,17,0.0,1,50,17,True,1.0,1,2,True,1000,1,0,500,True,4,1,0,0,1,0,0,1,0,0,0
5561,6543,1,0,18,0.0,2,0,18,True,1.0,1,2,True,0,1,1000,500,False,4,1,0,0,1,0,0,1,0,0,0
5562,10598,2,15,201,1.0,1,350,15,True,1.0,2,3,True,1000,4,500,500,True,4,0,1,0,0,1,0,1,0,0,0
5563,3985,3,50,18,1.0,1,50,17,True,1.0,1,1,True,0,1,0,100,False,1,0,0,1,1,0,0,1,0,0,0
5564,565,4,15,203,0.5,1,0,11,True,1.0,1,1,True,1000,1,0,100,False,1,1,0,0,0,1,0,1,0,0,0
5565,6197,3,15,203,1.0,3,50,18,True,1.0,1,1,True,1000,1,0,500,True,1,1,0,0,0,0,1,1,0,0,0
5566,13280,1,2,205,0.5,1,150,17,True,1.0,1,1,True,100,1,0,500,False,3,0,0,1,1,0,0,1,0,0,0
5567,82,4,15,19,0.2,1,350,11,True,2.0,3,3,True,1000,2,500,100,False,4,0,0,1,0,0,1,1,0,0,0
5568,2706,3,0,203,0.2,1,350,14,True,1.0,1,0,True,100,1,0,500,True,1,1,0,0,1,0,0,1,0,0,0
5569,5296,1,0,18,0.0,1,350,17,True,2.0,2,3,True,0,1,0,500,True,1,0,0,1,0,1,0,0,0,1,0
5570,7617,2,15,201,0.5,6,50,17,False,1.0,1,4,True,2400,4,0,25,False,4,1,0,0,1,0,0,1,0,0,0
5571,3594,4,15,18,0.5,3,50,13,False,1.0,1,1,True,1000,1,0,100,False,3,0,0,1,1,0,0,1,0,0,0
5572,2165,3,0,19,0.0,1,350,14,True,1.0,2,2,True,2400,2,1000,100,False,4,1,0,0,0,0,1,1,0,0,0
5573,8860,1,15,19,1.0,1,350,19,False,1.0,1,1,True,100,1,0,0,False,1,0,1,0,1,0,0,0,0,1,0
5574,4581,6,2,18,0.0,1,50,15,True,2.0,2,2,True,1000,3,500,500,True,4,0,1,0,1,0,0,1,0,0,0
5575,942,6,15,18,0.2,3,350,12,True,1.0,0,0,True,1000,1,0,100,True,2,0,0,1,0,1,0,1,0,0,0
5576,6738,4,2,18,0.0,1,0,16,True,1.0,1,1,True,1000,1,0,25,True,1,0,0,1,0,0,1,1,0,0,0
5577,9342,3,15,202,1.0,1,250,16,False,1.0,1,1,True,1000,2,500,500,False,4,0,1,0,0,0,1,1,0,0,0
5578,8171,1,0,206,1.0,6,50,18,True,1.0,1,1,True,0,1,0,500,False,1,0,0,1,1,0,0,1,0,0,0
5579,696,4,2,17,0.0,1,350,11,True,1.0,1,1,True,1000,1,0,100,True,2,0,0,1,0,0,1,1,0,0,0
5580,2947,1,2,19,0.5,1,0,16,True,2.5,1,1,True,100,1,500,500,False,1,0,1,0,0,1,0,0,0,1,0
5581,12965,6,2,205,1.0,6,50,15,True,1.5,1,1,True,1000,1,0,100,True,4,1,0,0,0,0,1,1,0,0,0
5582,3981,1,15,19,1.0,1,350,16,False,1.5,1,3,True,1000,1,1,500,True,2,1,0,0,0,1,0,1,0,0,0
5583,880,2,15,203,0.2,3,350,11,True,1.5,1,3,True,2400,1,0,500,False,4,1,0,0,0,0,0,1,0,0,0
5584,8153,2,15,204,2.0,1,150,14,False,1.0,0,2,True,1000,2,1000,500,False,3,1,0,0,1,0,0,1,0,0,0
5585,9368,6,2,201,0.2,1,350,17,True,1.0,0,1,True,0,1,0,500,False,2,1,0,0,1,0,0,1,0,0,0
5586,6158,2,15,203,1.0,1,350,16,True,1.0,1,2,True,1000,1,0,100,False,1,0,0,1,1,0,0,1,0,0,0
